"","ID","description","units","datasetLabel","datasteURL","themeLabel","themeURL","watershedType"
"2284","TOT_NLCD11_31_RIP50",NA,NA,"Estimated percent of catchment in 50 meter riparian zone that contains the land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.","https://www.sciencebase.gov/catalog/item/57855ddee4b0e02680bf37bf","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"2285","TOT_NLCD11_41_RIP50",NA,NA,"Estimated percent of catchment in 50 meter riparian zone that contains the land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.","https://www.sciencebase.gov/catalog/item/57855ddee4b0e02680bf37bf","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"2286","TOT_NLCD11_42_RIP50",NA,NA,"Estimated percent of catchment in 50 meter riparian zone that contains the land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.","https://www.sciencebase.gov/catalog/item/57855ddee4b0e02680bf37bf","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"2287","TOT_NLCD11_43_RIP50",NA,NA,"Estimated percent of catchment in 50 meter riparian zone that contains the land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.","https://www.sciencebase.gov/catalog/item/57855ddee4b0e02680bf37bf","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"2288","TOT_NLCD11_52_RIP50",NA,NA,"Estimated percent of catchment in 50 meter riparian zone that contains the land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.","https://www.sciencebase.gov/catalog/item/57855ddee4b0e02680bf37bf","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"2289","TOT_NLCD11_71_RIP50",NA,NA,"Estimated percent of catchment in 50 meter riparian zone that contains the land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.","https://www.sciencebase.gov/catalog/item/57855ddee4b0e02680bf37bf","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"2290","TOT_NLCD11_81_RIP50",NA,NA,"Estimated percent of catchment in 50 meter riparian zone that contains the land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.","https://www.sciencebase.gov/catalog/item/57855ddee4b0e02680bf37bf","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"2291","TOT_NLCD11_82_RIP50",NA,NA,"Estimated percent of catchment in 50 meter riparian zone that contains the land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.","https://www.sciencebase.gov/catalog/item/57855ddee4b0e02680bf37bf","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"2292","TOT_NLCD11_90_RIP50",NA,NA,"Estimated percent of catchment in 50 meter riparian zone that contains the land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.","https://www.sciencebase.gov/catalog/item/57855ddee4b0e02680bf37bf","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"2293","TOT_NLCD11_95_RIP50",NA,NA,"Estimated percent of catchment in 50 meter riparian zone that contains the land-use and land-cover type Emergent Herbaceous Wetlands: Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is periodically saturated with or covered with water. -9999 denotes NODATA.","https://www.sciencebase.gov/catalog/item/57855ddee4b0e02680bf37bf","Landscape","https://www.sciencebase.gov/catalog/item/5669a834e4b08895842a1d49","totRoute_name"
"2294","TOT_MAX",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2295","TOT_MAJORITY",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2296","TOT_HLR_1",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2297","TOT_HLR_2",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2298","TOT_HLR_3",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2299","TOT_HLR_4",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2300","TOT_HLR_5",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2301","TOT_HLR_6",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2302","TOT_HLR_7",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2303","TOT_HLR_8",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2304","TOT_HLR_9",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2305","TOT_HLR_10",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2306","TOT_HLR_11",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2307","TOT_HLR_12",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2308","TOT_HLR_13",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2309","TOT_HLR_14",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2310","TOT_HLR_15",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2311","TOT_HLR_16",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2312","TOT_HLR_17",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2313","TOT_HLR_18",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2314","TOT_HLR_19",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2315","TOT_HLR_20",NA,NA,"humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","totRoute_name"
"2316","ACC_HLR_1","subhumid plains with permeable soils and bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","divRoute_name"
"2317","ACC_HLR_2","humid plains with permeable soils and bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","divRoute_name"
"2318","ACC_HLR_3","subhumid plains with impermeable soils and permeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","divRoute_name"
"2319","ACC_HLR_4","humid plains with permeable soils and bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","divRoute_name"
"2320","ACC_HLR_5","arid plains with permeable soils and bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","divRoute_name"
"2321","ACC_HLR_6","subhumid plains with impermeable soils and bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","divRoute_name"
"2322","ACC_HLR_7","humid plains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","divRoute_name"
"2323","ACC_HLR_8","semiarid plains with impermeable soils and bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","divRoute_name"
"2324","ACC_HLR_9","humid plateaus with impermeable soils and permeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","divRoute_name"
"2325","ACC_HLR_10","arid plateaus with impermeable soils and permeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","divRoute_name"
"2326","ACC_HLR_11","humid plateaus with impermeable soils and bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","divRoute_name"
"2327","ACC_HLR_12","semiarid plateaus with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","divRoute_name"
"2328","ACC_HLR_13","semiarid plateaus with impermeable soils and bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","divRoute_name"
"2329","ACC_HLR_14","arid playas with permeable soils and bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","divRoute_name"
"2330","ACC_HLR_15","semiarid mountains with impermeable soils and permeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","divRoute_name"
"2331","ACC_HLR_16","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","divRoute_name"
"2332","ACC_HLR_17","semiarid mountains with impermeable soils and bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","divRoute_name"
"2333","ACC_HLR_18","semiarid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","divRoute_name"
"2334","ACC_HLR_19","very humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","divRoute_name"
"2335","ACC_HLR_20","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","divRoute_name"
"2336","CAT_HLR_1","subhumid plains with permeable soils and bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","localCatch_name"
"2337","CAT_HLR_2","humid plains with permeable soils and bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","localCatch_name"
"2338","CAT_HLR_3","subhumid plains with impermeable soils and permeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","localCatch_name"
"2339","CAT_HLR_4","humid plains with permeable soils and bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","localCatch_name"
"2340","CAT_HLR_5","arid plains with permeable soils and bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","localCatch_name"
"2341","CAT_HLR_6","subhumid plains with impermeable soils and bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","localCatch_name"
"2342","CAT_HLR_7","humid plains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","localCatch_name"
"2343","CAT_HLR_8","semiarid plains with impermeable soils and bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","localCatch_name"
"2344","CAT_HLR_9","humid plateaus with impermeable soils and permeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","localCatch_name"
"2345","CAT_HLR_10","arid plateaus with impermeable soils and permeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","localCatch_name"
"2346","CAT_HLR_11","humid plateaus with impermeable soils and bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","localCatch_name"
"2347","CAT_HLR_12","semiarid plateaus with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","localCatch_name"
"2348","CAT_HLR_13","semiarid plateaus with impermeable soils and bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","localCatch_name"
"2349","CAT_HLR_14","arid playas with permeable soils and bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","localCatch_name"
"2350","CAT_HLR_15","semiarid mountains with impermeable soils and permeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","localCatch_name"
"2351","CAT_HLR_16","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","localCatch_name"
"2352","CAT_HLR_17","semiarid mountains with impermeable soils and bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","localCatch_name"
"2353","CAT_HLR_18","semiarid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","localCatch_name"
"2354","CAT_HLR_19","very humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","localCatch_name"
"2355","CAT_HLR_20","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","","humid mountains with permeable soils and impermeable bedrock. -9999 denotes source coverage does not cover catchment or flowline does not have a catchment.","https://www.sciencebase.gov/catalog/item/57867b1be4b0e02680c14ff6","Regions","https://www.sciencebase.gov/catalog/item/5785585ee4b0e02680bf2fd6","localCatch_name"
