,agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,alt_va,alt_acy_va,alt_datum_cd,huc_cd
58,USGS,03501500,"LITTLE TENNESSEE R AT FRANKLIN, NC",ST,35.18592846,-83.3712647,S,NAD83, 1992.00,  1,NGVD29,06010202
59,USGS,03501975,"LITTLE TENNESSEE RIVER AB NC HWY 28 AT IOTLA, NC",ST,35.2328611,-83.39147220000001,1,NAD83, 1952.6, .1,NAVD88,06010202
60,USGS,03503000,"LITTLE TENNESSEE RIVER AT NEEDMORE, NC",ST,35.33638889,-83.5269444,S,NAD83, 1761.19,.01,NGVD29,06010202
61,USGS,03504000,"NANTAHALA RIVER NEAR RAINBOW SPRINGS, NC",ST,35.1275,-83.6186111,S,NAD83, 3072.97,.01,NGVD29,06010202
62,USGS,03505550,"NANTAHALA RIVER NEAR HEWITT, NC",ST,35.305,-83.65222220000001,S,NAD83, 1910,  1,NGVD29,06010202
63,USGS,03508050,"TUCKASEGEE RIVER AT SR 1172 NR CULLOWHEE, NC",ST,35.28777778,-83.14388889,S,NAD83, 2120,  1,NGVD29,06010203
64,USGS,03510577,"TUCKASEGEE RIVER AT BARKER'S CREEK, NC",ST,35.38444444,-83.29166670000001,S,NAD83, 1920,  1,NGVD29,06010203
65,USGS,03512000,"OCONALUFTEE RIVER AT BIRDTOWN, NC",ST,35.46138889,-83.3536111,S,NAD83, 1843.30,.01,NGVD29,06010203
66,USGS,03513000,"TUCKASEGEE RIVER AT BRYSON CITY, NC",ST,35.4275,-83.4469444,S,NAD83, 1714.54,.01,NGVD29,06010203
67,USGS,0351706800,"CHEOAH RIVER NR BEARPEN GAP NR TAPOCO, NC",ST,35.4383333,-83.91888889,S,NAD83, 1260,  1,NGVD29,06010204
68,USGS,03518100,"ABRAMS CREEK BELOW CADES COVE, TN",ST,35.59314206,-83.8448985,U,NAD83, 1710.00,.01,NGVD29,06010204
69,USGS,03518500,"TELLICO RIVER AT TELLICO PLAINS, TN",ST,35.36201629999999,-84.2790141,U,NAD83, 846.64, .1,NGVD29,06010204
70,USGS,03524000,"CLINCH RIVER AT CLEVELAND, VA",ST,36.9448295,-82.1548569,U,NAD83, 1499.78,.12,NAVD88,06010205
71,USGS,03524500,"GUEST RIVER AT COEBURN, VA",ST,36.92926938,-82.4562619,U,NAD83, 1925.29, .1,NAVD88,06010205
72,USGS,03527000,"CLINCH RIVER AT SPEERS FERRY, VA",ST,36.64870849,-82.75043840000001,U,NAD83, 1195.91,.21,NAVD88,06010205
73,USGS,03527220,"CLINCH RIVER NEAR LOONEYS GAP, TN",ST,36.57280708,-82.938754,U,NAD83,,,,06010205
74,USGS,03528000,"CLINCH RIVER ABOVE TAZEWELL, TN",ST,36.425087,-83.3982345,S,NAD83, 1060.70, .1,NGVD29,06010205
75,USGS,03529500,"POWELL RIVER AT BIG STONE GAP, VA",ST,36.86898536,-82.7754387,U,NAD83, 1458.34,.23,NAVD88,06010206
76,USGS,03531500,"POWELL RIVER NEAR JONESVILLE, VA",ST,36.66203367,-83.0948928,U,NAD83, 1259.08,.01,NGVD29,06010206
77,USGS,03532000,"POWELL RIVER NEAR ARTHUR, TN",ST,36.54214606,-83.6303312,U,NAD83, 1043.84, .1,NGVD29,06010206
78,USGS,03535000,"BULLRUN CREEK NEAR HALLS CROSSROADS, TN",ST,36.11441319,-83.9881737,U,NAD83, 854.91, .1,NGVD29,06010207
79,USGS,03535200,BEAVER C NR POWELL TENN,ST,36.0184137,-84.0515795,U,NAD83,,,,06010207
80,USGS,03535400,"BEAVER CREEK AT SOLWAY, TN",ST,35.96501528,-84.178662,H,NAD83,,,,06010207
81,USGS,03536440,"NORTHWEST TRIBUTARY NEAR OAK RIDGE, TN",ST,35.92179964,-84.320224,U,NAD83, 774.36, .1,NGVD29,06010207
82,USGS,03536450,"FIRST CREEK NEAR OAK RIDGE, TN",ST,35.922577399999994,-84.3193684,U,NAD83, 772.78, .1,NGVD29,06010207
83,USGS,03536550,"WHITEOAK CR BL MELTON VALLEY DR NR OAK RIDGE, TN",ST,35.91952188,-84.317146,S,NAD83, 766.35, .1,NGVD29,06010207
84,USGS,03537100,"MELTON BRANCH NR MELTON HILL NR OAK RIDGE, TN",ST,35.9164665,-84.29797829,U,NAD83, 784.06, .1,NGVD29,06010207
85,USGS,03538230,"EAST FORK POPLAR CR BELOW NS PIPE AT OAK RIDGE, TN",ST,35.98674507,-84.2499211,U,NAD83,,,,06010207
86,USGS,03538235,"EF POPLAR CR AT BEAR CR  RD AT OAK RIDGE, TN",ST,35.99674520000001,-84.24019859999999,U,NAD83,,,,06010207
87,USGS,035382672,"BEAR CREEK TRIB ABOVE BEAR CREEK ROAD NR WHEAT, TN",ST,35.944799700000004,-84.32409119,U,NAD83,,,,06010207
88,USGS,035382673,"BEAR CREEK NEAR WHEAT, TN",ST,35.9442997,-84.32403559999999,U,NAD83, 825.56, .1,NGVD29,06010207
89,USGS,03538270,"BEAR C AT ST HWY 95 NR OAK RIDGE, TN",ST,35.9372995,-84.33936969,U,NAD83,,,,06010207
90,USGS,03538272,"BEAR CREEK TRIB AT HWY 95 NEAR WHEAT, TN",ST,35.94063285,-84.34214770000001,U,NAD83,,,,06010207
91,USGS,03538273,"BEAR CREEK AT PINE RIDGE, NEAR WHEAT, TN",ST,35.94225507,-84.34378670000001,U,NAD83,,,,06010207
92,USGS,03538830,"OBED RIVER AT ADAMS BRIDGE NEAR CROSSVILLE, TN",ST,36.06166667,-84.96138889,S,NAD83, 1365.88,.26,NAVD88,06010208
93,USGS,03538845,"FOX CREEK NEAR LAVENDAR KNOB, TN",ST,36.04645806,-84.9332864,H,NAD83,,,,06010208
94,USGS,03538865,"ELMORE CREEK NEAR GENESIS, TN",ST,36.0928475,-84.9174523,H,NAD83,,,,06010208
95,USGS,03538970,"BASSES CREEK AT LAKE TANSI NR CROSSVILLE,TN",ST,35.8508333,-85.0547222,S,NAD83,,,,06010208
96,USGS,03539600,"DADDYS CREEK NEAR HEBBERTSBURG, TN",ST,35.99766528,-84.8224946,U,NAD83, 1445.10, .1,NGVD29,06010208
97,USGS,03539778,"CLEAR CREEK AT LILLY BRIDGE NEAR LANCING, TN",ST,36.10312929999999,-84.7182771,H,NAD83, 1040.99,.86,NAVD88,06010208
98,USGS,03539800,"OBED RIVER NEAR LANCING, TN",ST,36.0814937,-84.6703113,U,NAD83, 891.91, .1,NGVD29,06010208
99,USGS,03540500,"EMORY RIVER AT OAKDALE, TN",ST,35.983130700000004,-84.557992,U,NAD83, 760.73,.38,NAVD88,06010208
100,USGS,03543500,"SEWEE CREEK NEAR DECATUR, TN",ST,35.5813165,-84.74805079999999,U,NAD83, 694.32, .1,NGVD29,06020001
101,USGS,03544947,"BRIER CREEK NEAR HIAWASSEE, GA",ST,34.83481567,-83.7093407,S,NAD83, 2141.43,.01,NGVD29,06020002
102,USGS,03544970,"HIWASSEE RIVER AT RIVERSIDE DR, NR HIAWASSEE, GA",ST,34.88398179,-83.7215618,S,NAD83, 2000.00, 20,NGVD29,06020002
103,USGS,03548330,"BRASSTOWN CREEK AT BRASSTOWN, NC",ST,35.04,-83.9591667,S,NAD83, 1581.70,.01,NGVD29,06020002
104,USGS,03548500,"HIWASSEE RIVER ABOVE MURPHY, NC",ST,35.08138889,-84.00277779999999,S,NAD83, 1538.23,.01,NGVD29,06020002
105,USGS,03550000,"VALLEY RIVER AT TOMOTLA, NC",ST,35.13888889,-83.9805556,S,NAD83, 1556.46,.01,NGVD29,06020002
106,USGS,03550500,"NOTTELY RIVER NEAR BLAIRSVILLE, GA",ST,34.8412001,-83.93601899,U,NAD83, 1810.47,.01,NGVD29,06020002
107,USGS,03558000,"TOCCOA RIVER NEAR DIAL, GA",ST,34.7900852,-84.23991600000001,U,NAD83, 1782.08,.01,NGVD29,06020003
108,USGS,03559500,"OCOEE RIVER AT COPPERHILL, TN",ST,34.99146908,-84.3765897,U,NAD83, 1445.18, .1,NAVD88,06020003
109,USGS,03560500,"DAVIS MILL CREEK AT COPPERHILL, TN",ST,34.99535785,-84.3821455,U,NAD83, 1451.06, .1,NGVD29,06020003
110,USGS,03563000,"OCOEE RIVER AT EMF, TN",ST,35.0969208,-84.53546059,U,NAD83, 837.88, .1,NGVD29,06020003
111,USGS,03564500,"OCOEE RIVER AT PARKSVILLE, TN",ST,35.09689239,-84.6543742,U,NAD83, 716.96, .1,NGVD29,06020003
112,USGS,03565442,"OOSTANAULA CREEK AT HWY 30 NEAR ATHENS, TN",ST,35.43286505,-84.5856699,H,NAD83,,,,06020002
113,USGS,03565500,"OOSTANAULA CREEK NEAR SANFORD, TN",ST,35.32763129999999,-84.7051057,S,NAD83, 716.51, .1,NGVD29,06020002
114,USGS,03566000,"HIWASSEE RIVER AT CHARLESTON, TN",ST,35.29514804,-84.759955,S,NAD83, 665.56, .1,NGVD29,06020002
115,USGS,03566525,"NORTH CHICKAMAUGA CREEK NEAR MONTLAKE, TN",ST,35.23840184,-85.23576419,S,NAD83,,,,06020001
116,USGS,0356653019,"NORTH CHICKAMAUGA CREEK AT HWY 27 NEAR DAISY, TN",ST,35.214366600000005,-85.2161965,S,NAD83,,,,06020001
117,USGS,03566535,"NORTH CHICKAMAUGA CR AT MILE STRAIGHT, TN",ST,35.211180600000006,-85.2152353,S,NAD83,,,,06020001
118,USGS,03566700,"SOUTH CHICKAMAUGA CREEK AT RINGGOLD, GA",ST,34.91868767,-85.1255067,U,NAD83, 739.50,.01,NGVD29,06020001
119,USGS,03567340,"WEST CHICKAMAUGA CR AT GA 146, NEAR LAKEVIEW, GA",ST,34.95729786,-85.20550949999999,U,NAD83, 666.2, .1,NAVD88,06020001
120,USGS,03567500,"SOUTH CHICKAMAUGA CREEK NEAR CHICKAMAUGA, TN",ST,35.0141218,-85.20659609999998,S,NAD83, 644.12, .1,NGVD29,06020001
121,USGS,03568000,"TENNESSEE RIVER AT CHATTANOOGA, TN",ST,35.08677555,-85.2784299,S,NAD83, 621.12, .1,NGVD29,06020001
122,USGS,03568400,"CHATTANOOGA CREEK AT GA193, NEAR FLINTSTONE, GA",ST,34.957222200000004,-85.3344444,S,NAD83, 663, 10,NGVD29,06020001
123,USGS,03568933,"LOOKOUT CREEK NEAR NEW ENGLAND, GA",ST,34.8975,-85.4630556,S,NAD83, 663.80,.01,NGVD29,06020001
124,USGS,03570835,SEQUATCHIE RIVER NEAR DUNLAP,ST,35.3597242,-85.37222,U,NAD83,,,,06020004
125,USGS,03571000,"SEQUATCHIE RIVER NEAR WHITWELL, TN",ST,35.20657915,-85.4970983,S,NAD83, 632.60, .1,NAVD88,06020004
126,USGS,03572110,CROW CREEK AT BASS,ST,34.93424968,-85.9174783,U,NAD83, 598.76,.01,NGVD29,06030001
127,USGS,03572690,"SOUTH SAUTY CREEK NEAR RAINSVILLE, ALA",ST,34.498698100000006,-85.92969659999999,S,NAD83, 1100, 20,NGVD29,06030001
128,USGS,03572900,TOWN CREEK NEAR GERALDINE AL,ST,34.3784235,-85.9902524,U,NAD83, 1002.52,.01,NAVD88,06030001
129,USGS,03573182,"SCARHAM CREEK NEAR MCVILLE, ALABAMA",ST,34.29842588,-86.11664300000001,S,NAD83,,,,06030001
130,USGS,03574100,ESTILL FORK AT ESTILLFORK AL,ST,34.91,-86.1683333,U,NAD83,,,,06030002
131,USGS,03574500,PAINT ROCK RIVER NEAR WOODVILLE AL,ST,34.6242547,-86.30637370000001,U,NAD83, 570.95,.01,NGVD29,06030002
132,USGS,03574768,"FLINT RIVER AT OSCAR PATTERSON RD, AL",ST,34.88064458,-86.48054629,S,NAD83,,,,06030002
133,USGS,0357479650,"HESTER CREEK AT BUDDY WILLIAMSON RD NR PLEVNA, AL",ST,34.96092128,-86.46360240000001,S,NAD83, 756.34,.01,NGVD29,06030002
134,USGS,03574975,"BRIER FORK AT MOORE'S MILL RD NR MERIDIANVILLE, AL",SP,34.8450896,-86.517769,1,NAD83,,,,06030002
135,USGS,03575000,FLINT RIVER NEAR CHASE AL,ST,34.82286756,-86.48304559999998,U,NAD83, 640.37,.01,NGVD29,06030002
136,USGS,03575100,"FLINT RIVER AT BROWNSBORO, AL.",ST,34.7492568,-86.4466551,S,NAD83, 615.92,.01,NGVD29,06030002
137,USGS,0357526200,"BIG COVE CREEK AT DUG HILL ROAD NR HUNTSVILLE, AL.",ST,34.70481325,-86.512212,U,NAD83,,,,06030002
138,USGS,03575272,"PEEVEY CREEK NEAR GURLEY, ALA",ST,34.68203467,-86.44832149,S,NAD83,,,,06030002
139,USGS,0357568650,"ALDRIDGE CREEK AT TONEY DRIVE AT HUNTSVILLE, AL.",ST,34.6981466,-86.55054670000001,U,NAD83,,,,06030002
140,USGS,0357568980,"ALDRIDGE C AT SHERWOOD DR NR HUNTSVILLE, ALA",ST,34.6642578,-86.5541579,U,NAD83,,,,06030002
141,USGS,03575700,ALDRIDGE CREEK NEAR FARLEY AL,ST,34.623980100000004,-86.54110169,U,NAD83, 575.90,.01,NGVD29,06030002
142,USGS,03575830,INDIAN CREEK NEAR MADISON AL,ST,34.6973134,-86.6999967,U,NAD83, 601.32,.01,NGVD29,06030002
143,USGS,0357586650,"FAGAN CREEK AT ADAMS STREET AT HUNTSVILLE, AL.",ST,34.722590999999994,-86.5749921,U,NAD83,,,,06030002
144,USGS,0357587090,WEST FORK PINHOOK CR AT BLUE SPRS RD AT HUNTSVILLE,ST,34.78842358,-86.59860450000001,U,NAD83,,,,06030002
145,USGS,0357587140,EAST FORK PINHOOK CR AT WINCHESTER RD AT HUNTSVIL,ST,34.79286797,-86.5891598,U,NAD83,,,,06030002
146,USGS,0357587400,"PINHOOK C AT MASTIN LAKE RD AT HUNTSVILLE, ALA",ST,34.77147944,-86.59221529999999,U,NAD83, 646.21,.01,NAVD88,06030002
147,USGS,0357587728,"DALLAS BRANCH AT COLEMAN ST IN HUNTSVILLE, AL",ST,34.74564649,-86.57415879999999,U,NAD83, 639.64,.01,NGVD29,06030002
148,USGS,03575890,"PINHOOK CREEK AT CLINTON AVE. AT HUNTSVILLE, AL.",ST,34.72759099,-86.59332619999999,U,NAD83, 592.76,.01,NAVD88,06030002
149,USGS,0357591500,"BROGLAN BRANCH AT OAKWOOD AVENUE AT HUNTSVILLE, AL",ST,34.74953529999999,-86.62527179,U,NAD83,,,,06030002
150,USGS,03575950,"HUNTSVILLE SP BR AT JOHNSON ROAD, HUNTSVILLE AL",ST,34.690091100000004,-86.59638170000001,U,NAD83,,,,06030002
151,USGS,03575980,MCDONALD CREEK AT PATTON ROAD NR HUNTSVILLE AL,ST,34.69259115,-86.627494,U,NAD83, 579.50,.01,NAVD88,06030002
152,USGS,03576250,LIMESTONE CREEK NEAR ATHENS AL,ST,34.751757,-86.8233348,S,NAD83, 626.46,.10,NAVD88,06030002
153,USGS,03576500,FLINT CREEK NEAR FALKVILLE AL,ST,34.37315189,-86.933617,U,NAD83, 572.59,.01,NGVD29,06030002
154,USGS,03577000,WEST FLINT CREEK NEAR OAKVILLE AL,ST,34.4764839,-87.1416814,U,NAD83, 576.59,.01,NGVD29,06030002
155,USGS,03577225,"SWAN CREEK BELOW ATHENS, ALA",ST,34.763978200000004,-86.9463954,U,NAD83,,,,06030002
156,USGS,03578000,"ELK RIVER NEAR PELHAM, TN",ST,35.29679918,-85.86975279999999,U,NAD83, 981.00, .1,NAVD88,06030003
157,USGS,03578500,"BRADLEY CREEK NR PRAIRIE PLAINS, TENN.",ST,35.35630454,-85.9790412,H,NAD83, 968.15, .1,NAVD88,06030003
158,USGS,03579040,SPRING CR OFF SPRING CR ROAD AT AEDC NR MANCHESTER,ST,35.304497399999995,-86.1201725,H,NAD83,,,,06030003
159,USGS,03579620,"ROCK CREEK AT TULLAHOMA, TENN",ST,35.36021798,-86.21378440000001,U,NAD83,,,,06030003
160,USGS,03580995,"E F MULBERRY CR BL JACK DAN DIST. AT LYNCHBURG, TN",ST,35.28231879,-86.3715032,U,NAD83,,,,06030003
161,USGS,03582000,"ELK RIVER ABOVE FAYETTEVILLE, TENN.",ST,35.134527399999996,-86.53971659999999,U,NAD83, 650.65, .1,NAVD88,06030003
162,USGS,035825882,"CANE CREEK NEAR HOWELL, TN",ST,35.22297698,-86.62318,S,NAD83, 680, 10,NGVD29,06030003
163,USGS,03584020,"RICHLAND CREEK AT HWY 64 NEAR PULASKI, TN",ST,35.2108329,-87.100402,H,NAD83, 637.29, .1,NGVD29,06030004
164,USGS,03584045,"RICHLAND CREEK AT HWY 64 BYPASS AT PULASKI, TN",ST,35.195,-87.06388889,H,NAD83, 538.30, .1,NAVD88,06030004
165,USGS,03584600,"ELK RIVER AT PROSPECT, TN",ST,35.014236100000005,-86.99465740000001,S,NAD83, 558.85, .1,NAVD88,06030004
166,USGS,03585269,"SUGAR CREEK AT HWY 11 NEAR MINOR HILL, TN",ST,35.01730516,-87.1983485,H,NAD83,,,,06030004
167,USGS,03586500,BIG NANCE CREEK AT COURTLAND AL,ST,34.67009046,-87.3172429,U,NAD83, 537.60,.01,NGVD29,06030005
168,USGS,03588000,"SHOAL CREEK AT LAWRENCEBURG, TN",ST,35.24452449,-87.3505725,S,NAD83, 784.41, .1,NGVD29,06030005
169,USGS,03588500,"SHOAL CREEK AT IRON CITY, TN",ST,35.02412144,-87.57903259999999,S,NAD83, 534.22, .1,NGVD29,06030005
170,USGS,03589500,TENNESSEE RIVER AT FLORENCE AL,ST,34.78703254,-87.6700288,U,NAD83, 401.12,.01,NGVD29,06030005
171,USGS,03590000,CYPRESS CREEK NEAR FLORENCE AL,ST,34.807865500000005,-87.70058470000001,U,NAD83, 423.78,.01,NGVD29,06030005
172,USGS,03592000,"BEAR CREEK NEAR RED BAY, AL.",ST,34.4439866,-88.11559629999999,U,NAD83, 506.42,.01,NGVD29,06030006
173,USGS,03592500,"BEAR CREEK AT BISHOP,AL.",ST,34.65592635,-88.1225408,U,NAD83, 419.91,.01,NGVD29,06030006
174,USGS,03592718,"LITTLE YELLOW CREEK EAST NR BURNSVILLE, MS",ST,34.83555556,-88.28805559999999,5,NAD83, 429.51,0.1,NGVD29,06030005
175,USGS,03593800,"HORSE CREEK NEAR SAVANNAH, TENN (TVA)",ST,35.18065694,-88.2096087,U,NAD83, 400.00, .1,NGVD29,06040001
176,USGS,03594421,"BEECH RIVER BELOW WOLF CREEK NEAR LEXINGTON, TN",ST,35.63416667,-88.4147222,H,NAD83,,,,06040001
177,USGS,03595100,"LITTLE DUCK RIVER SOUTHEAST OF MANCHESTER, TN",ST,35.46255479999999,-86.06499000000001,H,NAD83,,,,06040002
178,USGS,03596000,"DUCK RIVER BELOW MANCHESTER, TN",ST,35.47090987,-86.1216556,U,NAD83, 878.25, .1,NAVD88,06040002
179,USGS,03596100,"CRUMPTON CREEK AT RUTLEDGE FALLS, TN",ST,35.422661,-86.1364997,S,NAD83, 880,  5,NGVD29,06040002
180,USGS,03596110,BIG SPRING AT RUTLEDGE FALLS,SP,35.42118884,-86.13776639,H,NAD83,,,,06040002
181,USGS,03596485,"CASCADE SPRING NEAR NORMANDY, TENN",SP,35.41952178,-86.24054699999999,S,NAD83, 990,  5,NGVD29,06040002
182,USGS,03597210,"GARRISON FORK ABOVE L&N RAILROAD AT WARTRACE, TN",ST,35.51174039,-86.323882,S,NAD83,,,,06040002
183,USGS,03597590,"WARTRACE CREEK BELOW COUNTY ROAD AT WARTRACE, TN",ST,35.52729537,-86.340271,S,NAD83, 781.66, .1,NAVD88,06040002
184,USGS,035977607,"ANDERTON BRANCH NEAR WILLOW GROVE, TN",ST,35.40105216,-86.3038782,U,NAD83,,,,06040002
185,USGS,03597860,"DUCK RIVER AT SHELBYVILLE, TN",ST,35.48290044,-86.4625967,S,NAD83,,,,06040002
186,USGS,03597898,"FLAT CREEK AT HWY 231 BELOW SHELBYVILLE, TN",ST,35.4598066,-86.4695273,H,NAD83,,,,06040002
187,USGS,03598000,"DUCK RIVER NEAR SHELBYVILLE, TN",ST,35.48035,-86.4991609,S,NAD83, 683.51, .1,NGVD29,06040002
188,USGS,03598165,"HURRICANE CREEK NEAR ELBETHEL, TN",ST,35.55757044,-86.498327,H,NAD83,,,,06040002
189,USGS,0359816545,"PARCH CORN CREEK AT MARTIN ROAD NR ELBETHEL, TN",ST,35.56173718,-86.48554909999999,U,NAD83,,,,06040002
190,USGS,03598169,"BENFORD CREEK NEAR SHELBYVILLE, TN",ST,35.57173749,-86.44416,H,NAD83,,,,06040002
191,USGS,03598173,"FALL CREEK NEAR DEASON, TN",ST,35.5836811,-86.488049,U,NAD83,,,,06040002
192,USGS,03598177,"FALL CREEK BLW HURRICANE CREEK NR ELBETHEL, TN",ST,35.56444444,-86.5166667,H,NAD83,,,,06040002
193,USGS,03598185,"DUCK RIVER AT HALLS MILL BRIDGE, TN",ST,35.5528901,-86.5822509,H,NAD83,,,,06040002
194,USGS,03598250,"NORTH FORK CREEK NEAR POPLINS CROSSROADS, TN",ST,35.58454778,-86.59628149999999,S,NAD83, 662,  5,NGVD29,06040002
195,USGS,03599000,"BIG ROCK CREEK AT LEWISBURG, TN",ST,35.44896258,-86.785833,U,NAD83, 705.01, .1,NGVD29,06040002
196,USGS,03599100,"BIG ROCK CR AT DOUBLE BRIDGES, TN",ST,35.50465279,-86.7675435,U,NAD83, 644.37,.11,NAVD88,06040002
197,USGS,03599102,"WILSON SPRING NEAR VERONA, TN",SP,35.50840547,-86.7652768,H,NAD83,,,,06040002
198,USGS,03599240,"DUCK RIVER ABOVE MILLTOWN, TN",ST,35.576359499999995,-86.7785853,H,NAD83, 609.29, .1,NAVD88,06040002
199,USGS,03599250,"DUCK RIVER AT MILLTOWN (LILLARD'S MILL), TN",ST,35.58618158,-86.78638829999998,U,NAD83,,,,06040002
200,USGS,03599407,"DUCK RIVER AT MILE 166.1 NEAR POTTSVILLE,TN",ST,35.63090335,-86.86194549999999,S,NAD83, 610,  1,NGVD29,06040002
201,USGS,03599408,"DUCK RIVER AT CARPENTER'S BRIDGE NR POTTSVILLE, TN",ST,35.6178481,-86.8661123,U,NAD83,,,,06040002
202,USGS,03599419,"DUCK RIVER AT MILE 156 NEAR POTTSVILLE, TN",ST,35.5703492,-86.87139040000001,H,NAD83, 567.71,0.2,NAVD88,06040002
203,USGS,03599450,"FOUNTAIN CREEK NEAR FOUNTAIN HEIGHTS, TN",ST,35.51823977,-86.94207,U,NAD83, 598.33, .1,NAVD88,06040002
204,USGS,03599500,"DUCK RIVER AT COLUMBIA, TN",ST,35.61805485,-87.03234690000001,U,NAD83, 535.39, .1,NGVD29,06040003
205,USGS,03600088,"CARTERS CREEK AT BUTLER ROAD AT CARTERS CREEK, TN",ST,35.71731919,-86.9956345,S,NAD83, 605.94, .1,NGVD29,06040003
206,USGS,03600258,"LTL BIGBY CRK AT EXPERIMENT LANE AT COLUMBIA, TN",ST,35.60451646,-87.07000620000001,U,NAD83,,,,06040003
207,USGS,03600358,"DUCK RIVER AT CRAIG BRIDGE RD AB WILLIAMSPORT, TN",ST,35.68704444,-87.178875,1,NAD83, 514.25, .3,NAVD88,06040003
208,USGS,03601600,"DUCK RIVER NEAR SHADY GROVE, TN.",ST,35.72065845,-87.266038,U,NAD83, 484.23, .2,NAVD88,06040003
209,USGS,03601990,"DUCK RIVER AT HWY 100 AT CENTERVILLE, TN",ST,35.7842341,-87.46001419,H,NAD83, 447.80, .1,NAVD88,06040003
210,USGS,03602219,"PINEY RIVER AT CEDAR HILL, TN",ST,35.99534048,-87.4394588,U,NAD83,,,,06040003
211,USGS,03602500,"PINEY RIVER AT VERNON, TN",ST,35.87126266,-87.50140440000001,S,NAD83, 461.74, .1,NAVD88,06040003
212,USGS,03603000,"DUCK RIVER ABOVE HURRICANE MILLS, TN",ST,35.93006336,-87.74307859999999,S,NAD83, 370.53,.01,NGVD29,06040003
213,USGS,03604000,"BUFFALO RIVER NEAR FLAT WOODS, TN",ST,35.49590598,-87.8328037,S,NAD83, 513.58, .1,NGVD29,06040004
214,USGS,03604400,"BUFFALO RIVER BELOW LOBELVILLE, TN",ST,35.81180967,-87.7787545,U,NAD83, 405.25, .1,NGVD29,06040004
215,USGS,03605078,"CYPRESS CREEK AT CAMDEN, TN",ST,36.0470043,-88.07586979,U,NAD83,,,,06040005
216,USGS,03606500,"BIG SANDY RIVER AT BRUCETON, TN",ST,36.0369824,-88.22912020000001,U,NAD83, 380.58, .1,NGVD29,06040005
217,USGS,03610000,"CLARKS RIVER AT MURRAY, KY",ST,36.592833299999995,-88.3000386,U,NAD83, 459.88,.01,NGVD29,06040006
218,USGS,03610200,"CLARKS RIVER AT ALMO, KY",ST,36.6917217,-88.273647,M,NAD83, 413.46,.01,NGVD29,06040006
219,USGS,03610545,"WEST FORK CLARKS RIVER NEAR BREWERS, KY",ST,36.78005619,-88.46754229999999,U,NAD83, 370.05,.01,NGVD29,06040006
1,USGS,05200510,"MISSISSIPPI RIVER NEAR BEMIDJI, MN",ST,47.48328559,-94.72804359999999,S,NAD83,,,,07010101
2,USGS,05207600,"MISSISSIPPI RIVER AT WILLOW BEACH AT BALL CLUB, MN",ST,47.3022222,-93.90138890000001,S,NAD83, 1270.04,.01,NGVD29,07010101
3,USGS,05211000,"MISSISSIPPI RIVER AT GRAND RAPIDS, MN",ST,47.23216599,-93.5302144,S,NAD83, 1242.03,.01,NGVD29,07010103
4,USGS,05212700,"PRAIRIE RIVER NEAR TACONITE, MN",ST,47.3888277,-93.38075699999999,S,NAD83, 1294.81,.01,NGVD29,07010103
5,USGS,05227500,"MISSISSIPPI RIVER AT AITKIN, MN",ST,46.540512799999995,-93.7074712,S,NAD83, 1182.41,.01,NGVD29,07010104
6,USGS,05227530,"MISSISSIPPI RIVER DIVERSION NEAR AITKIN, MN",ST,46.59166667,-93.6869444,S,NAD83,,,,07010104
7,USGS,05242300,"MISSISSIPPI RIVER AT BRAINERD, MN",ST,46.377744,-94.18332790000001,S,NAD83, 1146.96,.01,NGVD29,07010104
8,USGS,05243725,"STRAIGHT RIVER NEAR PARK RAPIDS, MN",ST,46.87495909,-95.0658552,S,NAD83, 1399.55,.01,NGVD29,07010106
9,USGS,05244000,"CROW WING RIVER AT NIMROD, MN",ST,46.64023789,-94.8791839,U,NAD83, 1313.27,.01,NGVD29,07010106
10,USGS,05245100,"LONG PRAIRIE RIVER AT LONG PRAIRIE, MN",ST,45.97496449,-94.8658552,S,NAD83, 1281.74,.01,NGVD29,07010108
11,USGS,05247500,"CROW WING RIVER NEAR PILLAGER, MN",ST,46.304967,-94.3775036,U,NAD83, 1151.00,.01,COE1912,07010106
12,USGS,05261000,"MISSISSIPPI RIVER NEAR FORT RIPLEY, MN",ST,46.1805222,-94.3658366,S,NAD83, 1133.84,.01,NGVD29,07010104
13,USGS,05267000,"MISSISSIPPI RIVER NEAR ROYALTON, MN",ST,45.8260765,-94.3552782,U,NAD83, 1040, 10,NGVD29,07010201
14,USGS,05270500,"SAUK RIVER NEAR ST. CLOUD, MN",ST,45.55968715,-94.2336033,S,NAD83, 1034.63,.01,NGVD29,07010202
15,USGS,05270700,"MISSISSIPPI RIVER AT ST. CLOUD, MN",ST,45.5471875,-94.145822,S,NAD83, 958.49,.01,NGVD29,07010203
16,USGS,05275000,"ELK RIVER NEAR BIG LAKE, MN",ST,45.3338537,-93.6669098,S,NAD83, 899.60,.01,NGVD29,07010203
17,USGS,05276005,"NORTH FORK CROW RIVER ABOVE PAYNESVILLE, MN",ST,45.3771864,-94.7836175,S,NAD83, 1180, 10,NGVD29,07010204
18,USGS,05280000,"CROW RIVER AT ROCKFORD, MN",ST,45.0866297,-93.73413199999999,S,NAD83, 893.08,.01,NGVD29,07010204
